-4.774193661971831482e+00,4.445051547733669395e-02,5.045454493393438655e-01,1.256829999983892776e-01
-5.169023376623376187e+00,-4.971660371500963294e-02,5.069912438221771955e-01,1.156130000017583370e-01
-5.213474576271186933e+00,-1.053761306753324689e-01,2.919149234837037921e-01,1.283219999968423508e-01
-5.017331932773108960e+00,3.997407015514831130e-02,5.611804983511945455e-01,1.029170000037993304e-01
-4.688577964519141439e+00,-4.335390574962794119e-02,3.123093996786040494e-01,2.597920000043814071e-01
-5.374171526586621006e+00,-4.580054457430362547e-01,5.108372680028758772e-01,1.096990000005462207e-01
-4.650247431506849161e+00,1.180529940250654164e-01,5.993040754952310145e-01,1.075570000029983930e-01
-4.747515037593984744e+00,5.197214189319510069e-02,5.256983622077668894e-01,2.061810000013792887e-01
-4.179537213740458057e+00,-3.672203222230585595e-02,3.034167894580327429e-01,2.089699999996810220e-01
-4.489954545454545531e+00,1.118858614968054610e-02,5.732980122246809085e-01,2.597920000043814071e-01
-4.810214000000000212e+00,1.166963448275861737e-01,4.965488621224561916e-01,7.748260000007576309e-01
-5.216242346938774865e+00,-1.629305868254782297e-02,4.068459167933028975e-01,2.312260000035166740e-01
-4.997464119291706197e+00,2.044005528134817951e-02,5.394209932593176937e-01,2.434840000059921294e-01
-4.707138490926457308e+00,1.145101577221927514e-01,3.407793954702013073e-01,2.061810000013792887e-01
-5.313898698884758076e+00,1.445762081784387476e-01,5.811385006062343983e-01,2.039699999950244091e-01
-4.814424618320610527e+00,3.317461096647988938e-02,6.942392915160532363e-01,2.434840000059921294e-01
-5.108607407407407486e+00,-4.150842263583331970e-02,5.593225146815549165e-01,1.241210000007413328e-01
-5.949092007434944485e+00,-2.810946621282983671e-02,3.371130578614792150e-01,2.039699999950244091e-01
-4.487486059479553369e+00,1.532773333775896418e-01,6.034097184606802555e-01,1.257170000026235357e-01
-5.868415517241379220e+00,-5.054155172413796748e-01,5.942055236778924776e-01,1.231140000018058345e-01
-4.822514986376021717e+00,-6.189410725514221667e-02,5.710850175831089226e-01,1.155670000007376075e-01
-6.102777307366638482e+00,-2.722964992858303290e-01,5.402475749999992027e-01,1.067010000042500906e-01
-4.897642377756471710e+00,7.446189235276357010e-02,5.898040475570042185e-01,2.183099999965634197e-01
