-6.758668593448939887e+00,-3.240019267822731308e-01,3.280563680400000521e+03,2.942974300037167268e+02
-7.738635338345863701e+00,-5.299210526315780712e-01,1.170489048923077917e+03,1.290188219999108696e+02
-6.377084128360798410e+00,-3.546880534277034869e-01,5.445695555999992393e+03,3.213539999997010455e-01
-6.788524364406780087e+00,-2.602693975193623999e-01,5.435398218000002089e+03,3.062158749999071006e+02
-6.417344606946983276e+00,-3.908535355184117321e-01,1.811905015333332585e+03,2.103020000067772344e-01
-6.973823414634146012e+00,-3.380792051678822574e-01,8.497194116842108542e+02,1.151922269997958210e+02
-7.114443232841564324e+00,-1.015426963086163425e-02,8.129014236000009987e+03,2.490699999907519668e-02
-6.103327946768060563e+00,5.017787847465893236e-02,2.718857291000000259e+03,3.203939999948488548e-01
-9.201533730158731217e+00,-2.301435406381067139e-01,1.614466882200000509e+04,2.343718380010977853e+02
-5.593607260726072283e+00,2.418875637563822067e-03,1.968597977249999531e+03,2.451814400043804199e+01
-5.732412844036697486e+00,1.193775971397723623e-01,5.625221981379311273e+02,3.075920000119367614e-01
-6.424586580086580234e+00,-3.234408401762669527e-01,2.333838978000001589e+03,1.680591769999737153e+02
-6.749141960784313277e+00,-2.901078310914808611e-01,3.243665167199998450e+03,5.465193999989423901e+00
-5.642367170626349626e+00,-4.718270246409490554e-01,2.722812141000001702e+03,9.803929999980027787e-01
-8.228273176761435437e+00,-1.992534236750156396e-01,8.168435763000001316e+03,4.645425060036359355e+02
-6.132233240223463611e+00,-3.801938816228807028e-01,3.267393166800003655e+03,9.584002999967196956e+01
-7.125772517321015798e+00,-9.254671086940291502e-02,2.718828703999999561e+03,5.417579999921144918e-01
-7.193234100135317277e+00,-4.520118779130939402e-01,5.431778147999997600e+03,1.128480000043055043e-01
-6.825402140672783169e+00,-4.615802010861376203e-01,3.259251597599996785e+03,3.145140000124229118e-01
-7.266297365119196883e+00,-4.217685804710091801e-01,4.057123993499998051e+03,2.705223300010402454e+02
-8.140353312302838873e+00,-3.814768417146030544e-01,3.004640388000002531e+03,3.011910060002119280e+02
-7.593619003690037061e+00,-6.066642637044949993e-02,1.087542916399999967e+03,2.248775099984777626e+01
-7.374641025641026637e+00,-1.918510713031276183e-01,1.484609419090908887e+03,1.338560959995375015e+02
-6.619540727902945676e+00,-4.016716802838979916e-01,2.290060386857146568e+03,9.504170000000158325e-01
-8.014082706766917141e+00,-3.226817903866185944e-01,1.243211789538462426e+03,2.238287499997895793e+02
-7.235793991416309190e+00,-3.760675340172054959e-01,2.721783934999999474e+03,1.751940079993946711e+02
-6.893553124999999504e+00,-3.259715647163128338e-01,3.280502264399998239e+03,1.404170000023441389e-01
-6.627601052631578504e+00,-2.810225982990255389e-01,1.603673812799998268e+04,2.883339999971212819e-01
-6.733727915194346103e+00,-5.466656550109494361e-02,3.811444270499993308e+03,1.142443000004277565e+00
-6.705565543071160484e+00,8.420787465035850516e-02,2.722708020999998553e+03,5.577780000021448359e-01
-6.994082586427658121e+00,-2.518634347567072496e-01,2.036866293750000978e+03,3.071700000145938247e-02
-6.733942350332593918e+00,-7.169100189677912738e-02,2.249826259714285243e+03,4.961695200085523538e+01
-7.070414163090129378e+00,-2.793755364806873587e-01,2.332957658571428055e+03,2.017683799993028515e+02
-6.986666346153845630e+00,-4.020802095585356284e-01,2.715822707999999238e+03,1.928333159974718001e+02
-5.348539568345323403e+00,-4.354274188126145972e-01,2.544925716999998258e+03,1.523332200002187165e+01
-7.588146112600536064e+00,-3.832797214159624488e-01,3.262863361199997598e+03,1.233343800230068155e+01
-7.654432989690720390e+00,-2.798560666137968056e-01,2.540962846999995236e+03,3.884306200014543720e+01
-6.986867963152508132e+00,-2.174753557599000686e-01,2.333905545428576261e+03,3.401379999995697290e-01
-7.558491491491491132e+00,-3.186478366691556374e-01,4.036167205500001273e+03,4.304060149998331326e+02
-7.833938883034774037e+00,-2.355739915160359743e-01,2.717699109000001044e+03,4.493335440006485442e+02
-5.923314772727272803e+00,-6.894598660010498037e-02,4.078243055999999342e+03,2.804361999995307997e+00
